"관리기관명",소재지도로명주소,소재지지번주소,설치목적구분,카메라대수,카메라화소수,촬영방면정보,보관일수,설치년월,관리기관전화번호,위도,경도,데이터기준일자
"서울특별시 마포구청",새터산7길,성산동 200-335,방범(공원),1,130,360도전방면,30,2013-08,02-3153-8432,37.565670,126.906654,2020-05-20
"서울특별시 마포구청",새터산7길,성산동 200-335,방범(공원),1,130,360도전방면,30,2013-08,02-3153-8432,37.565791,126.906619,2020-05-20
"서울특별시 마포구청",새터산11길,성산동 165-77,방범(공원),1,130,360도전방면,30,2013-08,02-3153-8432,37.567241,126.906332,2020-05-20
"서울특별시 마포구청",월드컵북로30길,성산동 147-5,방범(공원),1,130,360도전방면,30,2013-08,02-3153-8432,37.569015,126.907339,2020-05-20
"서울특별시 마포구청",월드컵북로47길,상암동 114-1,방범(공원),1,130,360도전방면,30,2013-08,02-3153-8432,37.575283,126.892412,2020-05-20
"서울특별시 마포구청",월드컵북로47길,상암동 114-1,방범(공원),1,130,360도전방면,30,2013-08,02-3153-8432,37.575473,126.892673,2020-05-20
"서울특별시 마포구청",월드컵북로2길 25,동교동 161-15,방범(경찰 설치),1,200,360도전방면,30,2013-10,02-3153-8432,37.556508,126.922391,2020-05-20
"서울특별시 마포구청",희우정로12길 24,망원동 395-33,방범(경찰 설치),1,200,360도전방면,30,2013-10,02-3153-8432,37.553789,126.904331,2020-05-20
"서울특별시 마포구청",월드컵로 87,망원동 377-1,방범(경찰 설치),1,200,360도전방면,30,2013-10,02-3153-8432,37.556414,126.908907,2020-05-20
"서울특별시 마포구청",포은로5길 22,망원동 410-37,방범(경찰 설치),1,200,360도전방면,30,2013-10,02-3153-8432,37.555380,126.903665,2020-05-20
"서울특별시 마포구청",월드컵로31길 107,망원동 491,방범(경찰 설치),1,200,360도전방면,30,2013-10,02-3153-8432,37.559665,126.899731,2020-05-20
"서울특별시 마포구청",월드컵로13길 55-32,망원동 57-233,방범(경찰 설치),1,200,360도전방면,30,2013-10,02-3153-8432,37.554076,126.906425,2020-05-20
"서울특별시 마포구청",와우산로3안길 19,상수동 334-3,방범(경찰 설치),1,200,360도전방면,30,2013-10,02-3153-8432,37.546423,126.921728,2020-05-20
"서울특별시 마포구청",굴레방로7길 38,아현동 570-51,방범(경찰 설치),1,200,360도전방면,30,2013-10,02-3153-8432,37.556370,126.953242,2020-05-20
"서울특별시 마포구청",동교로38안길 17,연남동 390-92,방범(경찰 설치),1,200,360도전방면,30,2013-10,02-3153-8432,37.562278,126.924738,2020-05-20
"서울특별시 마포구청",대흥로6길 10-7,용강동 494-100,방범(경찰 설치),1,200,360도전방면,30,2013-10,02-3153-8432,37.542439,126.938551,2020-05-20
"서울특별시 마포구청",월드컵로7길 51,합정동 431-17,방범(경찰 설치),1,200,360도전방면,30,2013-10,02-3153-8432,37.552900,126.909171,2020-05-20
"서울특별시 마포구청",토정로4길 18,합정동 81-2,방범(경찰 설치),1,200,360도전방면,30,2013-10,02-3153-8432,37.544797,126.914938,2020-05-20
"서울특별시 마포구청",백범로25길 13,염리동 149-21,방범,1,130,360도전방면,30,2013-11,02-3153-8432,37.546488,126.946577,2020-05-20
"서울특별시 마포구청",손기정로7길 5,아현동 703-2,방범,1,130,360도전방면,30,2014-05,02-3153-8432,37.556907,126.962118,2020-05-20
"서울특별시 마포구청",환일길 1,아현동 709,방범,1,130,360도전방면,30,2014-05,02-3153-8432,37.557714,126.960519,2020-05-20
"서울특별시 마포구청",만리재로16길 11,공덕동 5-30,방범,1,130,360도전방면,30,2014-05,02-3153-8432,37.550590,126.962276,2020-05-20
"서울특별시 마포구청",마포대로16길 20,공덕동 105-84,방범,1,130,360도전방면,30,2014-05,02-3153-8432,37.550303,126.957853,2020-05-20
"서울특별시 마포구청",마포대로14가길 23,공덕동 105-105,방범,1,130,360도전방면,30,2014-05,02-3153-8432,37.550429,126.956431,2020-05-20
"서울특별시 마포구청",만리재옛9길 20,공덕동 76-1,방범,1,130,360도전방면,30,2014-05,02-3153-8432,37.549994,126.958844,2020-05-20
"서울특별시 마포구청",마포대로16가길 17,아현동 420-5,방범,1,130,360도전방면,30,2014-05,02-3153-8432,37.551763,126.958110,2020-05-20
"서울특별시 마포구청",환일7길 17,아현동 87-48,방범,1,130,360도전방면,30,2014-05,02-3153-8432,37.555388,126.961781,2020-05-20
"서울특별시 마포구청",환일길 46-8,아현동 747-9,방범,1,130,360도전방면,30,2014-05,02-3153-8432,37.553956,126.960530,2020-05-20
"서울특별시 마포구청",만리재옛12안길 10,공덕동 17-58,방범,1,130,360도전방면,30,2014-05,02-3153-8432,37.549508,126.959781,2020-05-20
"서울특별시 마포구청",손기정로12길 4,아현동 706-5,방범,1,130,360도전방면,30,2014-05,02-3153-8432,37.555804,126.962237,2020-05-20
"서울특별시 마포구청",굴레방로 6,아현동 267-3,방범(어린이보호구역),1,130,360도전방면,30,2014-05,02-3153-8432,37.554733,126.957022,2020-05-20
"서울특별시 마포구청",마포대로11길 25-7,공덕동 232-11,방범,1,130,360도전방면,30,2014-05,02-3153-8432,37.548632,126.952516,2020-05-20
"서울특별시 마포구청",마포대로11길 17,공덕동 232-9,방범,1,130,360도전방면,30,2014-05,02-3153-8432,37.548726,126.953420,2020-05-20
"서울특별시 마포구청",마포대로 21길 28,아현동 275-2,방범,1,130,360도전방면,30,2014-05,02-3153-8432,37.554063,126.955703,2020-05-20
"서울특별시 마포구청",마포대로4다길,마포동 413-4,방범,1,130,360도전방면,30,2014-05,02-3153-8432,37.535224,126.944723,2020-05-20
"서울특별시 마포구청",도화2길 77,도화동 353-2,방범,1,130,360도전방면,30,2014-05,02-3153-8432,37.537537,126.950048,2020-05-20
"서울특별시 마포구청",새창로6다길 22,도화동 357,방범(어린이보호구역),1,130,360도전방면,30,2014-05,02-3153-8432,37.539430,126.955415,2020-05-20
"서울특별시 마포구청",독막로40길 28,대흥동 504,방범,1,130,360도전방면,30,2014-05,02-3153-8432,37.543847,126.944250,2020-05-20
"서울특별시 마포구청",독막로36길 16,대흥동 331,방범,1,130,360도전방면,30,2014-05,02-3153-8432,37.545838,126.941076,2020-05-20
"서울특별시 마포구청",백범로2길 46,노고산동 117-16,방범,1,130,360도전방면,30,2014-05,02-3153-8432,37.553066,126.934556,2020-05-20
"서울특별시 마포구청",고산길 101,노고산동 4-84,방범,1,130,360도전방면,30,2014-05,02-3153-8432,37.554946,126.942090,2020-05-20
"서울특별시 마포구청",대흥동 73-25,대흥동 73-25,방범,1,130,360도전방면,30,2014-05,02-3153-8432,37.556266,126.945273,2020-05-20
"서울특별시 마포구청",백범로17길 9,대흥동 199-1,방범(어린이보호구역),1,130,360도전방면,30,2014-05,02-3153-8432,37.547548,126.943836,2020-05-20
"서울특별시 마포구청",백범로17길 36,용강동 81-51,방범(어린이보호구역),1,130,360도전방면,30,2014-05,02-3153-8432,37.548631,126.944435,2020-05-20
"서울특별시 마포구청",숭문길 36-12,숭문길 36-12,방범,1,130,360도전방면,30,2014-05,02-3153-8432,37.548419,126.946075,2020-05-20
"서울특별시 마포구청",마포대로11가길 12-10,염리동 128-73,방범,1,130,360도전방면,30,2014-05,02-3153-8432,37.547644,126.949229,2020-05-20
"서울특별시 마포구청",대흥로20길 28,대흥동 30-3,방범(어린이보호구역),1,130,360도전방면,30,2014-05,02-3153-8432,37.549480,126.945234,2020-05-20
"서울특별시 마포구청",백범로21길 26,염리동 85-10,방범,1,130,360도전방면,30,2014-05,02-3153-8432,37.547906,126.944617,2020-05-20
"서울특별시 마포구청",숭문길 58,염리동 520,방범,1,130,360도전방면,30,2014-05,02-3153-8432,37.549033,126.945412,2020-05-20
"서울특별시 마포구청",독막로24길 17,구수동 20,방범,1,130,360도전방면,30,2014-05,02-3153-8432,37.546470,126.932697,2020-05-20
"서울특별시 마포구청",대흥로 33,신수동 445-1,방범(어린이보호구역),1,130,360도전방면,30,2014-05,02-3153-8432,37.543513,126.937804,2020-05-20
"서울특별시 마포구청",토정로17길 10,신수동 260,방범,1,130,360도전방면,30,2014-05,02-3153-8432,37.545107,126.935831,2020-05-20
"서울특별시 마포구청",서강로8안길 8-13,신수동 69-81,방범,1,130,360도전방면,30,2014-05,02-3153-8432,37.549803,126.937588,2020-05-20
"서울특별시 마포구청",독막로31길 17,신수동 85-23,방범,1,130,360도전방면,30,2014-05,02-3153-8432,37.547822,126.939490,2020-05-20
"서울특별시 마포구청",독막로12길 22,당인동 12-11,방범,1,130,360도전방면,30,2014-05,02-3153-8432,37.546860,126.919729,2020-05-20
"서울특별시 마포구청",양화로6길 80,합정동 410-11,방범,1,200,360도전방면,30,2014-05,02-3153-8432,37.548327,126.918521,2020-05-20
"서울특별시 마포구청",양화로10길 59,서교동 395-82,방범,1,130,360도전방면,30,2014-05,02-3153-8432,37.549923,126.919445,2020-05-20
"서울특별시 마포구청",희우정로 34,합정동 438-18,방범,1,130,360도전방면,30,2014-05,02-3153-8432,37.550260,126.907435,2020-05-20
"서울특별시 마포구청",동교로3길 56,망원동 456-64,방범,1,130,360도전방면,30,2014-05,02-3153-8432,37.553366,126.901266,2020-05-20
"서울특별시 마포구청",방울내로 24-12,망원동 451-1,방범(공원),1,130,360도전방면,30,2014-05,02-3153-8432,37.557693,126.898562,2020-05-20
"서울특별시 마포구청",동교로51길 91,연남동 382-1,방범,1,130,360도전방면,30,2014-05,02-3153-8432,37.566135,126.921858,2020-05-20
"서울특별시 마포구청",월드컵로30가길 11,성산동 222-2,방범,1,130,360도전방면,30,2014-05,02-3153-8432,37.561422,126.907145,2020-05-20
"서울특별시 마포구청",새터산근린공원,성산동 177-16,방범(어린이보호구역),1,130,360도전방면,30,2014-05,02-3153-8432,37.566422,126.904557,2020-05-20
"서울특별시 마포구청",월드컵북로 502-7,상암동 583,방범(어린이보호구역),1,130,360도전방면,30,2014-05,02-3153-8432,37.585382,126.879723,2020-05-20
"서울특별시 마포구청",성암로,중동 40-5,방범(공원),1,130,360도전방면,30,2014-08,02-3153-8432,37.569848,126.909156,2020-05-20
"서울특별시 마포구청",월드컵로42길,상암동 1693,방범(공원),1,130,360도전방면,30,2014-08,02-3153-8432,37.578947,126.882787,2020-05-20
"서울특별시 마포구청",월드컵로30다길,성산동 587-18,방범(공원),1,130,360도전방면,30,2014-08,02-3153-8432,37.562659,126.907794,2020-05-20
"서울특별시 마포구청",방울내로1길 41-14,망원동 509-1,방범(공원),1,130,360도전방면,30,2014-08,02-3153-8432,37.558974,126.898312,2020-05-20
"서울특별시 마포구청",와우산로21길 19-3,서교동 359,방범(공원),1,130,360도전방면,30,2014-08,02-3153-8432,37.552238,126.923518,2020-05-20
"서울특별시 마포구청",와우산로30길,창전동 3-242,방범(공원),1,130,360도전방면,30,2014-08,02-3153-8432,37.549334,126.928359,2020-05-20
"서울특별시 마포구청",양화진길,합정동 139-21,방범(공원),1,130,360도전방면,30,2014-08,02-3153-8432,37.546210,126.911526,2020-05-20
"서울특별시 마포구청",대흥로24바길,아현동 768,방범(공원),1,200,360도전방면,30,2014-10,02-3153-8432,37.553046,126.950582,2020-05-20
"서울특별시 마포구청",마포대로 195,아현동 768,방범(공원),1,200,360도전방면,30,2014-10,02-3153-8432,37.552682,126.950889,2020-05-20
"서울특별시 마포구청",마포대로11길,아현동 769,방범(공원),1,200,360도전방면,30,2014-10,02-3153-8432,37.551890,126.951032,2020-05-20
"서울특별시 마포구청",마포대로11길 44-81,아현동 769,방범(공원),1,200,360도전방면,30,2014-10,02-3153-8432,37.552211,126.951032,2020-05-20
"서울특별시 마포구청",만리재옛길,아현동 385-128,방범(공원),1,130,360도전방면,30,2014-11,02-3153-8432,37.551998,126.959610,2020-05-20
"서울특별시 마포구청",마포대로20길,아현동 392-218,방범(공원),1,130,360도전방면,30,2014-11,02-3153-8432,37.552701,126.959977,2020-05-20
"서울특별시 마포구청",마포대로20길,아현동 387-39,방범(공원),1,130,360도전방면,30,2014-11,02-3153-8432,37.553059,126.960223,2020-05-20
"서울특별시 마포구청",마포대로 199,아현동 776,방범(공원),1,200,360도전방면,30,2014-12,02-3153-8432,37.551984,126.954747,2020-05-20
"서울특별시 마포구청",마포대로 197-1,아현동 776,방범(공원),1,200,360도전방면,30,2014-12,02-3153-8432,37.554208,126.953186,2020-05-20
"서울특별시 마포구청",월드컵북로 351,상암동 115-10,방범(어린이보호구역),1,200,360도전방면,30,2015-01,02-3153-8432,37.576679,126.892794,2020-05-20
"서울특별시 마포구청",월드컵북로38가길 24,중동 31-14,방범(어린이보호구역),1,200,360도전방면,30,2015-01,02-3153-8432,37.571014,126.905421,2020-05-20
"서울특별시 마포구청",월드컵북로30길 14,성산동 145-12,방범(어린이보호구역),1,200,360도전방면,30,2015-01,02-3153-8432,37.568429,126.908339,2020-05-20
"서울특별시 마포구청",모래내로7길 12,성산동 133-7,방범(어린이보호구역),1,200,360도전방면,30,2015-01,02-3153-8432,37.566716,126.912018,2020-05-20
"서울특별시 마포구청",월드컵북로 152,성산동 94-1,방범,1,200,360도전방면,30,2015-01,02-3153-8432,37.566035,126.911180,2020-05-20
"서울특별시 마포구청",새터산2길 34,성산동 200-209,방범(어린이보호구역),1,200,360도전방면,30,2015-01,02-3153-8432,37.565396,126.909126,2020-05-20
"서울특별시 마포구청",방울내로 40,망원동 431-3,방범,1,200,360도전방면,30,2015-01,02-3153-8432,37.559019,126.900352,2020-05-20
"서울특별시 마포구청",성미산로 52,성산동 242-5,방범(어린이보호구역),1,200,360도전방면,30,2015-01,02-3153-8432,37.559267,126.913543,2020-05-20
"서울특별시 마포구청",성미산로11길 36,성산동 13-15,방범(어린이보호구역),1,200,360도전방면,30,2015-01,02-3153-8432,37.562062,126.916272,2020-05-20
"서울특별시 마포구청",창전로 69,창전동 141-2,방범(어린이보호구역),1,200,360도전방면,30,2015-01,02-3153-8432,37.548242,126.932561,2020-05-20
"서울특별시 마포구청",토정로 235,신수동 431-3,방범(어린이보호구역),1,200,360도전방면,30,2015-01,02-3153-8432,37.543933,126.936598,2020-05-20
"서울특별시 마포구청",도화4길 53,도화동 357-8,방범(어린이보호구역),1,200,360도전방면,30,2015-01,02-3153-8432,37.539427,126.951663,2020-05-20
"서울특별시 마포구청",백범로25길 99-12,염리동 45-5,방범(어린이보호구역),1,200,360도전방면,30,2015-01,02-3153-8432,37.549981,126.948232,2020-05-20
"서울특별시 마포구청",마포대로24길 42,아현동 386-1,방범(어린이보호구역),1,200,360도전방면,30,2015-01,02-3153-8432,37.552506,126.961258,2020-05-20
"서울특별시 마포구청",서강로11길 21,창전동2-45,방범,1,200,360도전방면,30,2015-01,02-3153-8432,37.553733,126.932414,2020-05-20
"서울특별시 마포구청",독막로21길 15,창전동 42-1,방범,1,200,360도전방면,30,2015-01,02-3153-8432,37.548317,126.928656,2020-05-20
"서울특별시 마포구청",월드컵로10길,서교동 479-1,방범(공원),1,200,360도전방면,30,2015-01,02-3153-8432,37.554614,126.912600,2020-05-20
"서울특별시 마포구청",와우산로21길 20-11,서교동 358-121,방범,1,200,360도전방면,30,2015-01,02-3153-8432,37.552935,126.922874,2020-05-20
"서울특별시 마포구청",와우산로29길 26-31,서교동 328-73,방범,1,200,360도전방면,30,2015-01,02-3153-8432,37.555373,126.928549,2020-05-20
"서울특별시 마포구청",와우산로35길 39,서교동 329-11,방범,1,200,360도전방면,30,2015-01,02-3153-8432,37.556234,126.928983,2020-05-20
"서울특별시 마포구청",월드컵로7안길 20,합정동 431-40,방범,1,200,360도전방면,30,2015-01,02-3153-8432,37.552311,126.909372,2020-05-20
"서울특별시 마포구청",토정로4안길 5,합정동 82-3,방범,1,200,360도전방면,30,2015-01,02-3153-8432,37.545074,126.914773,2020-05-20
"서울특별시 마포구청",희우정로15길 5,망원동 457-58,방범,1,200,360도전방면,30,2015-01,02-3153-8432,37.553815,126.901834,2020-05-20
"서울특별시 마포구청",희우정로10길 9,망원동 396-14,방범,1,200,360도전방면,30,2015-01,02-3153-8432,37.552973,126.904611,2020-05-20
"서울특별시 마포구청",희우정로16길 32,망원동 398-2,방범,1,200,360도전방면,30,2015-01,02-3153-8432,37.554637,126.903851,2020-05-20
"서울특별시 마포구청",망원로 1-5,망원동 453-33,방범,1,200,360도전방면,30,2015-01,02-3153-8432,37.556158,126.896586,2020-05-20
"서울특별시 마포구청",동교로38길 33-11,연남동 390-38,방범,1,200,360도전방면,30,2015-01,02-3153-8432,37.561699,126.926116,2020-05-20
"서울특별시 마포구청",성미산로 195-4,연남동 226-17,방범,1,200,360도전방면,30,2015-01,02-3153-8432,37.562761,126.927036,2020-05-20
"서울특별시 마포구청",성미산로7안길 40,성산동 32-4,방범,1,200,360도전방면,30,2015-01,02-3153-8432,37.559975,126.910693,2020-05-20
"서울특별시 마포구청",연남로11길 40,성산동 609-12,방범,1,200,360도전방면,30,2015-01,02-3153-8432,37.565272,126.916701,2020-05-20
"서울특별시 마포구청",월드컵북로11길 18,성산동 39-12,방범,1,200,360도전방면,30,2015-01,02-3153-8432,37.560153,126.915243,2020-05-20
"서울특별시 마포구청",성암로9안길 3,중동 80-3,방범,1,200,360도전방면,30,2015-01,02-3153-8432,37.572896,126.903664,2020-05-20
"서울특별시 마포구청",새터산9길 11,성산동 200-337,방범,1,200,360도전방면,30,2015-01,02-3153-8432,37.565756,126.906292,2020-05-20
"서울특별시 마포구청",월드컵북로43길 23,상암동 1632,방범(공원),1,200,360도전방면,30,2015-01,02-3153-8432,37.574210,126.894996,2020-05-20
"서울특별시 마포구청",마포대로14가길 8,공덕동 105-218,방범,1,200,360도전방면,30,2015-01,02-3153-8432,37.549304,126.955914,2020-05-20
"서울특별시 마포구청",마포대로24길 33,아현동 751,방범(어린이보호구역),1,200,360도전방면,30,2015-01,02-3153-8432,37.553049,126.960602,2020-05-20
"서울특별시 마포구청",마포대로24안길 11,아현동 742-11,방범,1,200,360도전방면,30,2015-01,02-3153-8432,37.554666,126.960397,2020-05-20
"서울특별시 마포구청",마포대로26길 41,아현동 744,방범,1,200,360도전방면,30,2015-01,02-3153-8432,37.554291,126.959108,2020-05-20
"서울특별시 마포구청",만리재로16길 20-8,공덕동 4-57,방범,1,200,360도전방면,30,2015-01,02-3153-8432,37.550005,126.962320,2020-05-20
"서울특별시 마포구청",만리재옛6길 1,공덕동 110-11,방범,1,200,360도전방면,30,2015-01,02-3153-8432,37.548640,126.958386,2020-05-20
"서울특별시 마포구청",만리재옛길 54-1,공덕동 110-22,방범,1,200,360도전방면,30,2015-01,02-3153-8432,37.548476,126.957404,2020-05-20
"서울특별시 마포구청",손기정로 12길 14,아현동 723-5,방범,1,200,360도전방면,30,2015-01,02-3153-8432,37.555476,126.961395,2020-05-20
"서울특별시 마포구청",마포대로18길 12,아현동 424-20,방범,1,200,360도전방면,30,2015-01,02-3153-8432,37.551398,126.956706,2020-05-20
"서울특별시 마포구청",손기정로 47-28,아현동 705,방범,1,200,360도전방면,30,2015-01,02-3153-8432,37.556477,126.962612,2020-05-20
"서울특별시 마포구청",마포대로19길 34,아현동 613-19,방범,1,200,360도전방면,30,2015-01,02-3153-8432,37.553362,126.955946,2020-05-20
"서울특별시 마포구청",신촌로30길 19,아현동 345-14,방범,1,200,360도전방면,30,2015-01,02-3153-8432,37.556052,126.952056,2020-05-20
"서울특별시 마포구청",신촌로30길 19-33,아현동 345-22,방범,1,200,360도전방면,30,2015-01,02-3153-8432,37.556172,126.953630,2020-05-20
"서울특별시 마포구청",마포대로4길 47,도화동 158,방범,1,200,360도전방면,30,2015-01,02-3153-8432,37.537432,126.946805,2020-05-20
"서울특별시 마포구청",새창로 4다길 18,도화동 196-7,방범,1,200,360도전방면,30,2015-01,02-3153-8432,37.540850,126.952210,2020-05-20
"서울특별시 마포구청",새창로6가길 4,도화동 38-10,방범,1,200,360도전방면,30,2015-01,02-3153-8432,37.541336,126.952738,2020-05-20
"서울특별시 마포구청",독막로 40길 7,대흥동 500-1,방범,1,200,360도전방면,30,2015-01,02-3153-8432,37.544749,126.944442,2020-05-20
"서울특별시 마포구청",토정로 25안길 15,대흥동 773-6,방범,1,200,360도전방면,30,2015-01,02-3153-8432,37.544207,126.940912,2020-05-20
"서울특별시 마포구청",토정로 308,용강동 50-16,방범,1,200,360도전방면,30,2015-01,02-3153-8432,37.539865,126.942608,2020-05-20
"서울특별시 마포구청",숭문4길 19,숭문4길 19,방범,1,200,360도전방면,30,2015-01,02-3153-8432,37.547900,126.946433,2020-05-20
"서울특별시 마포구청",고산2길 101,노고산동 4-74,방범,1,200,360도전방면,30,2015-01,02-3153-8432,37.554774,126.942812,2020-05-20
"서울특별시 마포구청",고산길 12,노고산동 31-113,방범,1,200,360도전방면,30,2015-01,02-3153-8432,37.553394,126.937774,2020-05-20
"서울특별시 마포구청",백범로1길8,노고산동 31-77,방범,1,200,360도전방면,30,2015-01,02-3153-8432,37.554399,126.937643,2020-05-20
"서울특별시 마포구청",백범로 16길 26,대흥동 327-1,방범,1,200,360도전방면,30,2015-01,02-3153-8432,37.546519,126.941948,2020-05-20
"서울특별시 마포구청",백범로4길 20,노고산동 109-29,방범,1,200,360도전방면,30,2015-01,02-3153-8432,37.552572,126.936254,2020-05-20
"서울특별시 마포구청",백범로18길 19,대흥동 245-6,방범,1,200,360도전방면,30,2015-01,02-3153-8432,37.546568,126.942913,2020-05-20
"서울특별시 마포구청",숭문길 226,염리동 9-130,방범,1,200,360도전방면,30,2015-01,02-3153-8432,37.556304,126.946422,2020-05-20
"서울특별시 마포구청",백범로 133,염리동 148-13,방범,1,200,360도전방면,30,2015-01,02-3153-8432,37.546213,126.945833,2020-05-20
"서울특별시 마포구청",신촌로 190-6,염리동 8-59,방범,1,200,360도전방면,30,2015-01,02-3153-8432,37.556504,126.946824,2020-05-20
"서울특별시 마포구청",독막로 289,염리동 161-1,방범,1,200,360도전방면,30,2015-01,02-3153-8432,37.545122,126.946000,2020-05-20
"서울특별시 마포구청",대흥로11안길 7,신수동 62-111,방범,1,200,360도전방면,30,2015-01,02-3153-8432,37.544999,126.938428,2020-05-20
"서울특별시 마포구청",독막로32길 30,신수동 241-6,방범,1,200,360도전방면,30,2015-01,02-3153-8432,37.546075,126.938226,2020-05-20
"서울특별시 마포구청",독막로29길 22,신수동 89-36,방범,1,200,360도전방면,30,2015-01,02-3153-8432,37.547970,126.937491,2020-05-20
"서울특별시 마포구청",신수로 30-1,현석동 9-11,방범,1,200,360도전방면,30,2015-01,02-3153-8432,37.544379,126.934133,2020-05-20
"서울특별시 마포구청",창전로 10,신정동 145-7,방범,1,200,360도전방면,30,2015-01,02-3153-8432,37.543507,126.930031,2020-05-20
"서울특별시 마포구청",도화2길 8,도화동 340,방범,1,200,360도전방면,30,2015-01,02-3153-8432,37.540062,126.948822,2020-05-20
"서울특별시 마포구청",삼개로5안길 20,도화동 218,방범,1,200,360도전방면,30,2015-01,02-3153-8432,37.538017,126.948223,2020-05-20
"서울특별시 마포구청",만리재로,신공덕동 175,방범(공원),1,130,360도전방면,30,2015-01,02-3153-8432,37.544477,126.955199,2020-05-20
"서울특별시 마포구청",성암로,성산동 667-1,방범(공원),1,200,360도전방면,30,2015-01,02-3153-8432,37.568139,126.914670,2020-05-20
"서울특별시 마포구청",성암로5길 29,중동 228,방범(공원),1,200,360도전방면,30,2015-01,02-3153-8432,37.568304,126.910389,2020-05-20
"서울특별시 마포구청",월드컵북로38나길,중동 36-27,방범(공원),1,200,360도전방면,30,2015-01,02-3153-8432,37.570683,126.906569,2020-05-20
"서울특별시 마포구청",월드컵북로42길,상암동 1619,방범(공원),1,200,360도전방면,30,2015-01,02-3153-8432,37.575508,126.898161,2020-05-20
"서울특별시 마포구청",서강로3길,창전동 35-28,방범(공원),1,200,360도전방면,30,2015-01,02-3153-8432,37.550182,126.929153,2020-05-20
"서울특별시 마포구청",토정로,창전동 165-5,방범(공원),1,200,360도전방면,30,2015-01,02-3153-8432,37.545314,126.930994,2020-05-20
"서울특별시 마포구청",와우산로30길,창전동 3-231,방범(공원),1,200,360도전방면,30,2015-01,02-3153-8432,37.550000,126.927322,2020-05-20
"서울특별시 마포구청",마포대로11길,공덕동 470-1,방범(공원),1,200,360도전방면,30,2015-01,02-3153-8432,37.550236,126.953170,2020-05-20
"서울특별시 마포구청",월드컵북로42가길 6,상암동 1618-1,방범(공원),1,200,360도전방면,30,2015-01,02-3153-8432,37.575409,126.896333,2020-05-20
"서울특별시 마포구청",만리재로20길 28,공덕동 6-38,방범,1,200,360도전방면,30,2015-10,02-3153-8432,37.550433,126.963193,2020-05-20
"서울특별시 마포구청",숭문길 226,염리동 9-130,방범,1,200,360도전방면,30,2015-10,02-3153-8432,37.556304,126.946422,2020-05-20
"서울특별시 마포구청",만리재로 98,공덕동 16-3,방범,1,200,360도전방면,30,2015-10,02-3153-8432,37.548895,126.959925,2020-05-20
"서울특별시 마포구청",손기정로4길 17,아현동 721-1,방범,1,200,360도전방면,30,2015-10,02-3153-8432,37.556285,126.960710,2020-05-20
"서울특별시 마포구청",효창원로95길 18,공덕동 11-10,방범,1,200,360도전방면,30,2015-10,02-3153-8432,37.548954,126.962510,2020-05-20
"서울특별시 마포구청",만리재로12나길 28,공덕동 11-10,방범,1,200,360도전방면,30,2015-10,02-3153-8432,37.549126,126.962435,2020-05-20
"서울특별시 마포구청",만리재로16안길 28,공덕동 11-5,방범,1,200,360도전방면,30,2015-10,02-3153-8432,37.548757,126.962466,2020-05-20
"서울특별시 마포구청",마포대로11길 50,공덕동 464-5,방범,1,200,360도전방면,30,2015-10,02-3153-8432,37.550792,126.950968,2020-05-20
"서울특별시 마포구청",굴레방로9길 2,아현동 329-12,방범(어린이보호구역),1,200,360도전방면,30,2015-10,02-3153-8432,37.556957,126.955816,2020-05-20
"서울특별시 마포구청",새창로4가길 3,도화동 38-23,방범,1,200,360도전방면,30,2015-10,02-3153-8432,37.541810,126.951720,2020-05-20
"서울특별시 마포구청",삼개로5길 4-3,도화동 205-6,방범,1,200,360도전방면,30,2015-10,02-3153-8432,37.538214,126.947783,2020-05-20
"서울특별시 마포구청",대흥로2길 8,용강동 495-1,방범(어린이보호구역),1,200,360도전방면,30,2015-10,02-3153-8432,37.542252,126.937107,2020-05-20
"서울특별시 마포구청",대흥로 145,대흥동 22-3,방범,1,200,360도전방면,30,2015-10,02-3153-8432,37.552500,126.944916,2020-05-20
"서울특별시 마포구청",신촌로24길 16-13,노고산동 19-26,방범,1,200,360도전방면,30,2015-10,02-3153-8432,37.555350,126.940934,2020-05-20
"서울특별시 마포구청",대흥로18가길 18,대흥동 34-9,방범,1,200,360도전방면,30,2015-10,02-3153-8432,37.549865,126.944285,2020-05-20
"서울특별시 마포구청",숭문16가길 17-9,염리동 10-58,방범,1,200,360도전방면,30,2015-10,02-3153-8432,37.555046,126.947616,2020-05-20
"서울특별시 마포구청",대흥로28길 32,염리동 10-47,방범,1,200,360도전방면,30,2015-10,02-3153-8432,37.555273,126.947710,2020-05-20
"서울특별시 마포구청",토정로 195,구수동 70-3,방범,1,200,360도전방면,30,2015-10,02-3153-8432,37.545417,126.932496,2020-05-20
"서울특별시 마포구청",신수로6길 3,신수동 91-101,방범,1,200,360도전방면,30,2015-10,02-3153-8432,37.548923,126.934537,2020-05-20
"서울특별시 마포구청",토정로9길 24,상수동 353-17,방범,1,200,360도전방면,30,2015-10,02-3153-8432,37.545660,126.923452,2020-05-20
"서울특별시 마포구청",독막로19길 37,상수동 93-26,방범(어린이보호구역),1,200,360도전방면,30,2015-10,02-3153-8432,37.548850,126.924070,2020-05-20
"서울특별시 마포구청",와우산로5길 54,상수동 319-4,방범,1,200,360도전방면,30,2015-10,02-3153-8432,37.547196,126.920255,2020-05-20
"서울특별시 마포구청",와우산로 33길 26,서교동 326-18,방범,1,200,360도전방면,30,2015-10,02-3153-8432,37.555410,126.929036,2020-05-20
